cryptocurrency_id,date_id,current_supply
bitcoin,247,12199889
bitcoin,248,12205014
bitcoin,249,12208364
bitcoin,250,12212389
bitcoin,251,12215914
bitcoin,252,12220739
bitcoin,253,12225389
bitcoin,254,12229814
bitcoin,255,12234639
bitcoin,256,12239814
bitcoin,257,12244489
bitcoin,258,12249739
bitcoin,259,12254914
bitcoin,260,12259139
bitcoin,261,12263189
bitcoin,262,12267789
bitcoin,263,12272414
bitcoin,264,12276214
bitcoin,265,12280564
bitcoin,266,12284789
bitcoin,267,12289664
bitcoin,268,12293814
bitcoin,269,12298614
bitcoin,270,12303039
bitcoin,271,12307764
bitcoin,272,12311889
bitcoin,273,12315689
bitcoin,274,12320039
bitcoin,275,12323889
bitcoin,276,12327689
bitcoin,277,12332089
bitcoin,278,12336689
bitcoin,279,12341414
bitcoin,280,12346064
bitcoin,281,12350589
bitcoin,282,12354889
bitcoin,283,12359089
bitcoin,284,12363639
bitcoin,285,12367514
bitcoin,286,12372064
bitcoin,287,12375514
bitcoin,288,12379414
bitcoin,289,12383514
bitcoin,290,12387964
bitcoin,291,12392414
bitcoin,292,12397189
bitcoin,293,12401864
bitcoin,294,12406739
bitcoin,295,12410614
bitcoin,296,12414689
bitcoin,297,12419689
bitcoin,298,12424114
bitcoin,299,12427914
bitcoin,300,12432414
bitcoin,301,12436614
bitcoin,302,12441389
bitcoin,303,12445414
bitcoin,304,12450014
bitcoin,305,12454714
bitcoin,306,12459239
bitcoin,307,12462839
bitcoin,308,12466339
bitcoin,309,12470039
bitcoin,310,12473764
bitcoin,311,12477664
bitcoin,312,12481989
bitcoin,313,12486139
bitcoin,314,12490339
bitcoin,315,12494814
bitcoin,316,12498539
bitcoin,317,12502739
bitcoin,318,12507289
bitcoin,319,12511339
bitcoin,320,12514664
bitcoin,321,12518789
bitcoin,322,12523064
bitcoin,323,12527089
bitcoin,324,12530739
bitcoin,325,12534739
bitcoin,326,12539164
bitcoin,327,12543814
bitcoin,328,12548064
bitcoin,329,12553414
bitcoin,330,12558114
bitcoin,331,12562039
bitcoin,332,12566014
bitcoin,333,12570339
bitcoin,334,12574689
bitcoin,335,12579064
bitcoin,336,12582564
bitcoin,337,12587064
bitcoin,338,12591339
bitcoin,339,12596264
bitcoin,340,12601364
bitcoin,341,12606239
bitcoin,342,12610514
bitcoin,343,12614289
bitcoin,344,12618064
bitcoin,345,12621414
bitcoin,346,12625439
bitcoin,347,12629314
bitcoin,348,12633539
bitcoin,349,12637564
bitcoin,350,12642239
bitcoin,351,12647064
bitcoin,352,12651614
bitcoin,353,12655589
bitcoin,354,12659814
bitcoin,355,12663814
bitcoin,356,12667789
bitcoin,357,12672239
bitcoin,358,12676514
bitcoin,359,12680364
bitcoin,360,12684489
bitcoin,361,12688264
bitcoin,362,12692814
bitcoin,363,12696889
bitcoin,364,12701314
bitcoin,365,12705114
bitcoin,366,12709389
bitcoin,367,12712814
bitcoin,368,12717214
bitcoin,369,12721239
bitcoin,370,12724789
bitcoin,371,12728564
bitcoin,372,12731689
bitcoin,373,12736539
bitcoin,374,12740514
bitcoin,375,12744689
bitcoin,376,12748939
bitcoin,377,12753414
bitcoin,378,12757214
bitcoin,379,12761314
bitcoin,380,12765364
bitcoin,381,12769114
bitcoin,382,12773389
bitcoin,383,12777914
bitcoin,384,12782239
bitcoin,385,12786539
bitcoin,386,12790739
bitcoin,387,12795164
bitcoin,388,12799539
bitcoin,389,12803839
bitcoin,390,12807964
bitcoin,391,12811814
bitcoin,392,12815839
bitcoin,393,12819789
bitcoin,394,12823189
bitcoin,395,12827414
bitcoin,396,12830939
bitcoin,397,12835114
bitcoin,398,12838789
bitcoin,399,12843164
bitcoin,400,12847989
bitcoin,401,12852439
bitcoin,402,12856964
bitcoin,403,12860764
bitcoin,404,12864239
bitcoin,405,12868114
bitcoin,406,12871514
bitcoin,407,12875414
bitcoin,408,12879589
bitcoin,409,12883239
bitcoin,410,12887539
bitcoin,411,12891614
bitcoin,412,12896064
bitcoin,413,12900814
bitcoin,414,12905514
bitcoin,415,12910114
bitcoin,416,12914064
bitcoin,417,12918239
bitcoin,418,12922889
bitcoin,419,12927539
bitcoin,420,12932039
bitcoin,421,12936439
bitcoin,422,12941139
bitcoin,423,12945814
bitcoin,424,12950089
bitcoin,425,12955014
bitcoin,426,12959564
bitcoin,427,12963489
bitcoin,428,12966789
bitcoin,429,12970114
bitcoin,430,12973539
bitcoin,431,12977014
bitcoin,432,12981164
bitcoin,433,12984964
bitcoin,434,12988514
bitcoin,435,12992264
bitcoin,436,12996014
bitcoin,437,13000164
bitcoin,438,13003889
bitcoin,439,13007789
bitcoin,440,13011714
bitcoin,441,13015714
bitcoin,442,13019089
bitcoin,443,13023064
bitcoin,444,13026664
bitcoin,445,13030964
bitcoin,446,13035264
bitcoin,447,13039689
bitcoin,448,13043564
bitcoin,449,13047439
bitcoin,450,13050989
bitcoin,451,13054639
bitcoin,452,13058214
bitcoin,453,13062289
bitcoin,454,13065639
bitcoin,455,13069464
bitcoin,456,13073214
bitcoin,457,13076939
bitcoin,458,13081239
bitcoin,459,13085089
bitcoin,460,13089014
bitcoin,461,13093089
bitcoin,462,13096939
bitcoin,463,13100139
bitcoin,464,13103514
bitcoin,465,13107614
bitcoin,466,13111614
bitcoin,467,13115564
bitcoin,468,13120114
bitcoin,469,13124539
bitcoin,470,13129089
bitcoin,471,13133439
bitcoin,472,13137064
bitcoin,473,13141564
bitcoin,474,13145689
bitcoin,475,13149639
bitcoin,476,13153889
bitcoin,477,13158839
bitcoin,478,13163489
bitcoin,479,13167714
bitcoin,480,13171839
bitcoin,481,13175764
bitcoin,482,13179814
bitcoin,483,13183464
bitcoin,484,13186889
bitcoin,485,13191214
bitcoin,486,13195439
bitcoin,487,13199764
bitcoin,488,13204014
bitcoin,489,13208564
bitcoin,490,13213264
bitcoin,491,13216664
bitcoin,492,13220339
bitcoin,493,13224564
bitcoin,494,13228514
bitcoin,495,13232139
bitcoin,496,13236614
bitcoin,497,13240489
bitcoin,498,13244089
bitcoin,499,13247739
bitcoin,500,13251664
bitcoin,501,13255914
bitcoin,502,13259764
bitcoin,503,13264289
bitcoin,504,13268239
bitcoin,505,13272189
bitcoin,506,13276464
bitcoin,507,13281114
bitcoin,508,13285589
bitcoin,509,13289864
bitcoin,510,13294264
bitcoin,511,13298364
bitcoin,512,13302564
bitcoin,513,13306314
bitcoin,514,13310214
bitcoin,515,13314514
bitcoin,516,13317864
bitcoin,517,13321214
bitcoin,518,13324464
bitcoin,519,13327889
bitcoin,520,13331714
bitcoin,521,13335589
bitcoin,522,13339039
bitcoin,523,13342689
bitcoin,524,13346539
bitcoin,525,13350764
bitcoin,526,13354789
bitcoin,527,13358139
bitcoin,528,13361739
bitcoin,529,13365439
bitcoin,530,13369314
bitcoin,531,13372914
bitcoin,532,13376614
bitcoin,533,13380489
bitcoin,534,13383789
bitcoin,535,13387564
bitcoin,536,13391264
bitcoin,537,13394814
bitcoin,538,13398914
bitcoin,539,13402239
bitcoin,540,13405664
bitcoin,541,13409489
bitcoin,542,13413464
bitcoin,543,13417239
bitcoin,544,13421214
bitcoin,545,13425089
bitcoin,546,13428214
bitcoin,547,13432189
bitcoin,548,13435639
bitcoin,549,13439514
bitcoin,550,13443764
bitcoin,551,13448464
bitcoin,552,13452439
bitcoin,553,13456314
bitcoin,554,13460539
bitcoin,555,13464589
bitcoin,556,13468039
bitcoin,557,13471889
bitcoin,558,13475639
bitcoin,559,13479464
bitcoin,560,13483214
bitcoin,561,13486889
bitcoin,562,13490114
bitcoin,563,13493789
bitcoin,564,13497414
bitcoin,565,13501264
bitcoin,566,13504764
bitcoin,567,13508514
bitcoin,568,13512114
bitcoin,569,13515964
bitcoin,570,13519489
bitcoin,571,13522939
bitcoin,572,13526114
bitcoin,573,13529964
bitcoin,574,13533514
bitcoin,575,13537189
bitcoin,576,13540489
bitcoin,577,13543914
bitcoin,578,13547439
bitcoin,579,13551139
bitcoin,580,13555064
bitcoin,581,13559064
bitcoin,582,13562314
bitcoin,583,13566064
bitcoin,584,13568964
bitcoin,585,13572614
bitcoin,586,13576514
bitcoin,587,13579939
bitcoin,588,13583089
bitcoin,589,13587164
bitcoin,590,13590714
bitcoin,591,13594289
bitcoin,592,13597989
bitcoin,593,13601514
bitcoin,594,13605164
bitcoin,595,13608689
bitcoin,596,13612214
bitcoin,597,13615789
bitcoin,598,13618989
bitcoin,599,13622214
bitcoin,600,13625639
bitcoin,601,13628989
bitcoin,602,13632289
bitcoin,603,13636389
bitcoin,604,13640139
bitcoin,605,13643964
bitcoin,606,13647914
bitcoin,607,13651714
bitcoin,608,13655514
bitcoin,609,13659739
bitcoin,610,13663839
bitcoin,611,13667714
bitcoin,612,13671514
bitcoin,613,13675639
bitcoin,614,13679764
bitcoin,615,13683814
bitcoin,616,13688114
bitcoin,617,13692014
bitcoin,618,13695964
bitcoin,619,13699464
bitcoin,620,13703139
bitcoin,621,13706639
bitcoin,622,13710314
bitcoin,623,13714189
bitcoin,624,13717739
bitcoin,625,13720914
bitcoin,626,13724539
bitcoin,627,13728314
bitcoin,628,13731789
bitcoin,629,13735239
bitcoin,630,13739064
bitcoin,631,13742664
bitcoin,632,13745614
bitcoin,633,13749339
bitcoin,634,13752714
bitcoin,635,13755814
bitcoin,636,13758964
bitcoin,637,13762089
bitcoin,638,13765264
bitcoin,639,13768989
bitcoin,640,13773089
bitcoin,641,13777189
bitcoin,642,13780639
bitcoin,643,13784789
bitcoin,644,13788664
bitcoin,645,13792639
bitcoin,646,13795814
bitcoin,647,13799789
bitcoin,648,13803764
bitcoin,649,13808189
bitcoin,650,13812164
bitcoin,651,13815464
bitcoin,652,13819489
bitcoin,653,13823089
bitcoin,654,13827039
bitcoin,655,13830014
bitcoin,656,13833664
bitcoin,657,13837664
bitcoin,658,13841164
bitcoin,659,13845089
bitcoin,660,13848814
bitcoin,661,13852989
bitcoin,662,13857139
bitcoin,663,13861089
bitcoin,664,13864639
bitcoin,665,13868414
bitcoin,666,13871964
bitcoin,667,13875189
bitcoin,668,13879164
bitcoin,669,13882914
bitcoin,670,13886714
bitcoin,671,13890264
bitcoin,672,13893764
bitcoin,673,13897714
bitcoin,674,13901664
bitcoin,675,13905164
bitcoin,676,13908464
bitcoin,677,13912164
bitcoin,678,13915664
bitcoin,679,13919564
bitcoin,680,13923164
bitcoin,681,13926964
bitcoin,682,13930814
bitcoin,683,13934089
bitcoin,684,13937739
bitcoin,685,13941014
bitcoin,686,13944589
bitcoin,687,13948064
bitcoin,688,13951264
bitcoin,689,13955089
bitcoin,690,13958514
bitcoin,691,13961914
bitcoin,692,13965689
bitcoin,693,13969239
bitcoin,694,13972864
bitcoin,695,13977189
bitcoin,696,13981239
bitcoin,697,13984939
bitcoin,698,13989214
bitcoin,699,13992914
bitcoin,700,13996739
bitcoin,701,14000289
bitcoin,702,14004039
bitcoin,703,14007339
bitcoin,704,14011489
bitcoin,705,14015139
bitcoin,706,14018964
bitcoin,707,14022664
bitcoin,708,14025814
bitcoin,709,14029614
bitcoin,710,14032739
bitcoin,711,14036064
bitcoin,712,14039864
bitcoin,713,14043364
bitcoin,714,14046564
bitcoin,715,14050464
bitcoin,716,14054189
bitcoin,717,14057239
bitcoin,718,14060689
bitcoin,719,14063839
bitcoin,720,14067489
bitcoin,721,14071114
bitcoin,722,14074964
bitcoin,723,14078789
bitcoin,724,14082589
bitcoin,725,14085839
bitcoin,726,14088939
bitcoin,727,14093014
bitcoin,728,14096614
bitcoin,729,14100039
bitcoin,730,14103864
bitcoin,731,14107039
bitcoin,732,14110389
bitcoin,733,14114089
bitcoin,734,14117764
bitcoin,735,14121289
bitcoin,736,14124489
bitcoin,737,14128339
bitcoin,738,14132364
bitcoin,739,14135889
bitcoin,740,14139639
bitcoin,741,14142864
bitcoin,742,14146089
bitcoin,743,14150039
bitcoin,744,14153789
bitcoin,745,14157839
bitcoin,746,14161689
bitcoin,747,14165364
bitcoin,748,14168664
bitcoin,749,14172939
bitcoin,750,14176539
bitcoin,751,14179789
bitcoin,752,14183414
bitcoin,753,14187289
bitcoin,754,14190739
bitcoin,755,14193539
bitcoin,756,14197189
bitcoin,757,14200714
bitcoin,758,14204314
bitcoin,759,14207764
bitcoin,760,14211064
bitcoin,761,14214914
bitcoin,762,14218314
bitcoin,763,14222014
bitcoin,764,14225314
bitcoin,765,14229064
bitcoin,766,14232614
bitcoin,767,14236139
bitcoin,768,14239589
bitcoin,769,14244039
bitcoin,770,14247764
bitcoin,771,14251689
bitcoin,772,14255464
bitcoin,773,14259689
bitcoin,774,14263064
bitcoin,775,14266614
bitcoin,776,14270589
bitcoin,777,14274289
bitcoin,778,14277889
bitcoin,779,14280839
bitcoin,780,14284789
bitcoin,781,14288689
bitcoin,782,14292364
bitcoin,783,14295714
bitcoin,784,14298814
bitcoin,785,14302639
bitcoin,786,14306139
bitcoin,787,14310039
bitcoin,788,14313839
bitcoin,789,14317689
bitcoin,790,14320914
bitcoin,791,14324439
bitcoin,792,14327939
bitcoin,793,14331564
bitcoin,794,14334939
bitcoin,795,14338789
bitcoin,796,14342814
bitcoin,797,14346614
bitcoin,798,14350164
bitcoin,799,14354689
bitcoin,800,14358039
bitcoin,801,14362064
bitcoin,802,14365389
bitcoin,803,14369239
bitcoin,804,14372939
bitcoin,805,14376314
bitcoin,806,14380014
bitcoin,807,14383614
bitcoin,808,14387439
bitcoin,809,14390789
bitcoin,810,14394464
bitcoin,811,14398189
bitcoin,812,14401989
bitcoin,813,14405889
bitcoin,814,14409064
bitcoin,815,14412914
bitcoin,816,14416414
bitcoin,817,14420639
bitcoin,818,14424489
bitcoin,819,14428089
bitcoin,820,14431814
bitcoin,821,14435214
bitcoin,822,14439014
bitcoin,823,14442364
bitcoin,824,14446139
bitcoin,825,14450014
bitcoin,826,14453789
bitcoin,827,14457714
bitcoin,828,14461114
bitcoin,829,14464439
bitcoin,830,14468014
bitcoin,831,14471439
ethereum,831,72279919
bitcoin,832,14475464
ethereum,832,72307862
bitcoin,833,14479014
ethereum,833,72335041
ethereum,834,72362858
bitcoin,834,14483189
bitcoin,835,14487239
ethereum,835,72390886
bitcoin,836,14490389
ethereum,836,72418257
bitcoin,837,14494064
ethereum,837,72446525
bitcoin,838,14497614
ethereum,838,72477632
bitcoin,839,14501039
ethereum,839,72506144
ethereum,840,72533239
bitcoin,840,14504489
bitcoin,841,14508164
ethereum,841,72561358
bitcoin,842,14511689
ethereum,842,72587521
bitcoin,843,14515589
ethereum,843,72614803
bitcoin,844,14519339
ethereum,844,72635860
bitcoin,845,14523464
ethereum,845,72662551
ethereum,846,72690101
bitcoin,846,14527414
ethereum,847,72716357
bitcoin,847,14530764
bitcoin,848,14534639
ethereum,848,72743690
bitcoin,849,14538014
ethereum,849,72770426
bitcoin,850,14542039
ethereum,850,72796564
bitcoin,851,14545464
ethereum,851,72821097
bitcoin,852,14549339
ethereum,852,72845322
bitcoin,853,14553339
ethereum,853,72867847
ethereum,854,72889301
bitcoin,854,14557089
bitcoin,855,14561014
ethereum,855,72910594
bitcoin,856,14564864
ethereum,856,72930933
bitcoin,857,14568864
ethereum,857,72949324
bitcoin,858,14572514
ethereum,858,72966705
bitcoin,859,14576414
ethereum,859,72989787
ethereum,860,73015416
bitcoin,860,14580089
bitcoin,861,14583689
ethereum,861,73041585
bitcoin,862,14587489
ethereum,862,73067045
bitcoin,863,14590889
ethereum,863,73092934
bitcoin,864,14594614
ethereum,864,73119365
bitcoin,865,14598889
ethereum,865,73145809
ethereum,866,73173048
bitcoin,866,14602839
bitcoin,867,14606214
ethereum,867,73199450
bitcoin,868,14609989
ethereum,868,73225622
bitcoin,869,14613789
ethereum,869,73251210
bitcoin,870,14617789
ethereum,870,73276825
bitcoin,871,14621339
ethereum,871,73303143
bitcoin,872,14624939
ethereum,872,73328579
ethereum,873,73354473
bitcoin,873,14628614
bitcoin,874,14631739
ethereum,874,73381660
bitcoin,875,14634939
ethereum,875,73409643
bitcoin,876,14638239
ethereum,876,73436295
bitcoin,877,14642164
ethereum,877,73462665
bitcoin,878,14646114
ethereum,878,73489745
ethereum,879,73516131
bitcoin,879,14649614
bitcoin,880,14653714
ethereum,880,73543135
bitcoin,881,14657389
ethereum,881,73569045
bitcoin,882,14661114
ethereum,882,73594056
bitcoin,883,14664689
ethereum,883,73618770
bitcoin,884,14669039
ethereum,884,73643135
ethereum,885,73668232
bitcoin,885,14672739
ethereum,886,73695655
bitcoin,886,14676464
bitcoin,887,14679914
ethereum,887,73722568
bitcoin,888,14683539
ethereum,888,73749021
bitcoin,889,14687364
ethereum,889,73774502
bitcoin,890,14691189
ethereum,890,73800638
bitcoin,891,14694739
ethereum,891,73825675
ethereum,892,73851809
bitcoin,892,14698064
bitcoin,893,14701564
ethereum,893,73878587
bitcoin,894,14704714
ethereum,894,73904038
bitcoin,895,14708714
ethereum,895,73929538
bitcoin,896,14712364
ethereum,896,73956045
bitcoin,897,14715914
ethereum,897,73982849
bitcoin,898,14719339
ethereum,898,74009517
ethereum,899,74035393
bitcoin,899,14723139
bitcoin,900,14727289
ethereum,900,74061003
bitcoin,901,14730889
ethereum,901,74086445
bitcoin,902,14734289
ethereum,902,74112895
bitcoin,903,14737914
ethereum,903,74138744
bitcoin,904,14742039
ethereum,904,74164710
ethereum,905,74190903
bitcoin,905,14745239
bitcoin,906,14748839
ethereum,906,74216949
bitcoin,907,14752539
ethereum,907,74242280
bitcoin,908,14756264
ethereum,908,74269835
bitcoin,909,14759889
ethereum,909,74296954
bitcoin,910,14763764
ethereum,910,74323768
ethereum,911,74349680
bitcoin,911,14767864
ethereum,912,74377209
bitcoin,912,14771539
bitcoin,913,14775014
ethereum,913,74403554
bitcoin,914,14778789
ethereum,914,74431065
bitcoin,915,14783064
ethereum,915,74458785
bitcoin,916,14786739
ethereum,916,74486537
bitcoin,917,14790564
ethereum,917,74514717
bitcoin,918,14794389
ethereum,918,74541851
ethereum,919,74569457
bitcoin,919,14798264
bitcoin,920,14802139
ethereum,920,74597173
bitcoin,921,14805789
ethereum,921,74624465
bitcoin,922,14809414
ethereum,922,74651887
bitcoin,923,14813214
ethereum,923,74678602
bitcoin,924,14816689
ethereum,924,74705891
ethereum,925,74732951
bitcoin,925,14820414
bitcoin,926,14824064
ethereum,926,74760395
bitcoin,927,14828264
ethereum,927,74788214
bitcoin,928,14832289
ethereum,928,74816246
bitcoin,929,14836289
ethereum,929,74844431
bitcoin,930,14839839
ethereum,930,74872789
ethereum,931,74900909
bitcoin,931,14843839
bitcoin,932,14848164
ethereum,932,74928304
bitcoin,933,14851889
ethereum,933,74956097
bitcoin,934,14855714
ethereum,934,74983350
bitcoin,935,14859114
ethereum,935,75009913
bitcoin,936,14863289
ethereum,936,75035043
bitcoin,937,14867639
ethereum,937,75061826
ethereum,938,75088814
bitcoin,938,14871939
bitcoin,939,14876014
ethereum,939,75116087
bitcoin,940,14879914
ethereum,940,75142935
bitcoin,941,14883614
ethereum,941,75169407
bitcoin,942,14888014
ethereum,942,75195945
bitcoin,943,14891339
ethereum,943,75223832
ethereum,944,75251033
bitcoin,944,14895189
bitcoin,945,14898914
ethereum,945,75278384
bitcoin,946,14902964
ethereum,946,75305744
bitcoin,947,14907139
ethereum,947,75333287
bitcoin,948,14911164
ethereum,948,75359294
bitcoin,949,14914714
ethereum,949,75387357
ethereum,950,75414036
bitcoin,950,14918539
ethereum,951,75440618
bitcoin,951,14922914
bitcoin,952,14926889
ethereum,952,75466874
bitcoin,953,14930564
ethereum,953,75493593
bitcoin,954,14934939
ethereum,954,75519905
bitcoin,955,14939139
ethereum,955,75548230
bitcoin,956,14944539
ethereum,956,75575707
bitcoin,957,14948539
ethereum,957,75602730
ethereum,958,75629936
bitcoin,958,14952589
bitcoin,959,14956139
ethereum,959,75657844
bitcoin,960,14961014
ethereum,960,75684552
bitcoin,961,14965589
ethereum,961,75711567
bitcoin,962,14969664
ethereum,962,75738024
bitcoin,963,14973539
ethereum,963,75764907
ethereum,964,75791579
bitcoin,964,14977764
bitcoin,965,14981689
ethereum,965,75818273
bitcoin,966,14985814
ethereum,966,75844709
bitcoin,967,14989539
ethereum,967,75871167
bitcoin,968,14993289
ethereum,968,75898542
bitcoin,969,14997214
ethereum,969,75925941
ethereum,970,75952627
bitcoin,970,15000664
bitcoin,971,15004714
ethereum,971,75979431
bitcoin,972,15008989
ethereum,972,76005991
bitcoin,973,15014114
ethereum,973,76032845
bitcoin,974,15017889
ethereum,974,76059903
bitcoin,975,15021864
ethereum,975,76086564
bitcoin,976,15025989
ethereum,976,76113300
ethereum,977,76140209
bitcoin,977,15029539
bitcoin,978,15032914
ethereum,978,76166279
bitcoin,979,15036539
ethereum,979,76193663
bitcoin,980,15040164
ethereum,980,76221339
bitcoin,981,15044689
ethereum,981,76248759
bitcoin,982,15048614
ethereum,982,76276598
ethereum,983,76304224
bitcoin,983,15052139
bitcoin,984,15055814
ethereum,984,76331246
bitcoin,985,15060139
ethereum,985,76359243
bitcoin,986,15063914
ethereum,986,76386839
bitcoin,987,15068289
ethereum,987,76414127
bitcoin,988,15072539
ethereum,988,76441132
ethereum,989,76467032
bitcoin,989,15076789
ethereum,990,76493568
bitcoin,990,15080489
bitcoin,991,15083814
ethereum,991,76520487
bitcoin,992,15086864
ethereum,992,76547284
bitcoin,993,15090414
ethereum,993,76573807
bitcoin,994,15094189
ethereum,994,76600407
bitcoin,995,15098514
ethereum,995,76627027
ethereum,996,76653120
bitcoin,996,15101839
bitcoin,997,15105639
ethereum,997,76679663
bitcoin,998,15109064
ethereum,998,76705582
bitcoin,999,15113464
ethereum,999,76731837
bitcoin,1000,15117939
ethereum,1000,76757607
bitcoin,1001,15122214
ethereum,1001,76784846
bitcoin,1002,15126264
ethereum,1002,76810547
ethereum,1003,76837532
bitcoin,1003,15130264
bitcoin,1004,15134139
